course_id,userid_DI,final_cc_cname_DI,LoE_DI,YoB,gender,ndays_act
HarvardX/CB22x/2013_Spring,MHxPC130028947,Greece,Master's,1986,m,0
HarvardX/CB22x/2013_Spring,MHxPC130384862,Germany,Secondary,1987,m,46
HarvardX/CB22x/2013_Spring,MHxPC130026163,Spain,Master's,1979,f,1
HarvardX/CB22x/2013_Spring,MHxPC130189954,Russian Federation,Bachelor's,1991,m,2
HarvardX/CB22x/2013_Spring,MHxPC130134184,India,Secondary,1993,m,0
HarvardX/CB22x/2013_Spring,MHxPC130168406,India,Less than Secondary,1996,m,1
HarvardX/CB22x/2013_Spring,MHxPC130298949,United States,Secondary,1966,m,1
HarvardX/CB22x/2013_Spring,MHxPC130071795,United States,Bachelor's,1952,m,3
HarvardX/CB22x/2013_Spring,MHxPC130203139,Philippines,Bachelor's,1992,f,0
HarvardX/CB22x/2013_Spring,MHxPC130414795,United States,Master's,1965,m,3
HarvardX/CB22x/2013_Spring,MHxPC130382758,United States,Secondary,1978,f,2
HarvardX/CB22x/2013_Spring,MHxPC130229212,Russian Federation,Secondary,1994,f,2
HarvardX/CB22x/2013_Spring,MHxPC130526704,Other South Asia,Secondary,1990,m,2
HarvardX/CB22x/2013_Spring,MHxPC130382932,United States,Secondary,1979,m,8
HarvardX/CB22x/2013_Spring,MHxPC130034081,India,Secondary,1993,m,11
HarvardX/CB22x/2013_Spring,MHxPC130320982,India,Master's,1985,m,32
HarvardX/CB22x/2013_Spring,MHxPC130139749,India,Secondary,1993,m,1
HarvardX/CB22x/2013_Spring,MHxPC130108726,United States,Secondary,1972,m,8
HarvardX/CB22x/2013_Spring,MHxPC130382373,Other Europe,Master's,1988,f,2
HarvardX/CB22x/2013_Spring,MHxPC130446499,Philippines,Bachelor's,1987,f,2
HarvardX/CB22x/2013_Spring,MHxPC130232906,United States,Doctorate,1948,m,7
HarvardX/CB22x/2013_Spring,MHxPC130117213,Canada,Secondary,1991,f,1
HarvardX/CB22x/2013_Spring,MHxPC130512002,Unknown/Other,Secondary,1993,m,0
HarvardX/CB22x/2013_Spring,MHxPC130159400,United States,Master's,1957,m,39
HarvardX/CB22x/2013_Spring,MHxPC130397891,Unknown/Other,Less than Secondary,1995,m,0
HarvardX/CB22x/2013_Spring,MHxPC130532791,United States,Bachelor's,1984,f,4
HarvardX/CB22x/2013_Spring,MHxPC130309402,Brazil,Bachelor's,1984,m,1
HarvardX/CB22x/2013_Spring,MHxPC130535543,Canada,Secondary,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130581766,United States,Secondary,1974,m,2
HarvardX/CB22x/2013_Spring,MHxPC130315982,Canada,Secondary,1993,f,0
HarvardX/CB22x/2013_Spring,MHxPC130463275,United States,Bachelor's,1981,m,0
HarvardX/CB22x/2013_Spring,MHxPC130184838,Other Europe,Secondary,1993,f,10
HarvardX/CB22x/2013_Spring,MHxPC130079198,United States,Secondary,1990,m,2
HarvardX/CB22x/2013_Spring,MHxPC130017728,Greece,Secondary,1988,m,1
HarvardX/CB22x/2013_Spring,MHxPC130246930,Unknown/Other,Bachelor's,1990,f,0
HarvardX/CB22x/2013_Spring,MHxPC130399415,Canada,Bachelor's,1984,f,0
HarvardX/CB22x/2013_Spring,MHxPC130442467,United States,Bachelor's,1970,f,0
HarvardX/CB22x/2013_Spring,MHxPC130015938,Greece,Secondary,1965,f,17
HarvardX/CB22x/2013_Spring,MHxPC130002123,United States,Master's,1971,m,2
HarvardX/CB22x/2013_Spring,MHxPC130001232,United States,Master's,1979,f,1
HarvardX/CB22x/2013_Spring,MHxPC130583600,Unknown/Other,Secondary,1991,f,0
HarvardX/CB22x/2013_Spring,MHxPC130293923,Philippines,Secondary,1993,f,4
HarvardX/CB22x/2013_Spring,MHxPC130248599,United States,Doctorate,1980,f,1
HarvardX/CB22x/2013_Spring,MHxPC130264062,United States,Bachelor's,1988,f,7
HarvardX/CB22x/2013_Spring,MHxPC130008314,United States,Master's,1974,m,8
HarvardX/CB22x/2013_Spring,MHxPC130139900,Other Europe,Secondary,1987,m,2
HarvardX/CB22x/2013_Spring,MHxPC130416261,Greece,Master's,1971,f,4
HarvardX/CB22x/2013_Spring,MHxPC130491018,Other South Asia,Bachelor's,1991,m,5
HarvardX/CB22x/2013_Spring,MHxPC130583655,United Kingdom,Bachelor's,1988,f,2
HarvardX/CB22x/2013_Spring,MHxPC130029475,United States,Bachelor's,1978,m,1
HarvardX/CB22x/2013_Spring,MHxPC130451249,India,Secondary,1993,f,1
HarvardX/CB22x/2013_Spring,MHxPC130461242,India,Secondary,1993,m,0
HarvardX/CB22x/2013_Spring,MHxPC130245569,India,Bachelor's,1990,m,1
HarvardX/CB22x/2013_Spring,MHxPC130289759,United States,Secondary,1984,f,1
HarvardX/CB22x/2013_Spring,MHxPC130474924,India,Bachelor's,1991,m,4
HarvardX/CB22x/2013_Spring,MHxPC130153023,Other South Asia,Bachelor's,1988,f,1
HarvardX/CB22x/2013_Spring,MHxPC130233232,Unknown/Other,Secondary,1985,m,0
HarvardX/CB22x/2013_Spring,MHxPC130167152,United States,Secondary,1975,f,0
